"mes","nombrecliente","fechaultcompra","diasuc_pc","diaspc_apc"
"2014-01","Mike Hines","2014-01-29 00:00:00","91","91"
"2014-01","Milton Albury","2014-01-29 00:00:00","91","91"
"2014-01","Min Su","2014-01-29 00:00:00","91","91"
"2014-01","Mindy Simpson","2014-01-08 00:00:00","544",NULL
"2014-01","Mindy Yuan","2014-01-09 00:00:00","59",NULL
"2014-01","Miranda Coleman","2014-01-03 00:00:00",NULL,NULL
"2014-01","Miranda Gonzales","2014-01-16 00:00:00","48","15"
"2014-01","Miranda Hughes","2014-01-02 00:00:00",NULL,NULL
"2014-01","Miranda Simmons","2014-01-20 00:00:00",NULL,NULL
"2014-01","Misty Goel","2014-01-23 00:00:00","830",NULL
"2014-01","Misty Raje","2014-01-19 00:00:00","358",NULL
"2014-01","Molly Fernandez","2014-01-28 00:00:00",NULL,NULL
"2014-01","Molly Mehta","2014-01-22 00:00:00",NULL,NULL
"2014-01","Molly Rana","2014-01-25 00:00:00",NULL,NULL
"2014-01","Monica Garcia","2014-01-05 00:00:00",NULL,NULL
"2014-01","Monica Kim","2014-01-18 00:00:00",NULL,NULL
"2014-01","Monica Schmidt","2014-01-12 00:00:00","27","153"
"2014-01","Monica Vance","2014-01-17 00:00:00","114","488"
"2014-01","Monique Munoz","2014-01-18 00:00:00","340",NULL
"2014-01","Monique Torres","2014-01-25 00:00:00","258",NULL
"2014-01","Morgan Bennett","2014-01-03 00:00:00","29","659"
"2014-01","Morgan Hill","2014-01-19 00:00:00","65",NULL
"2014-01","Morgan Rogers","2014-01-18 00:00:00","80",NULL
"2014-01","Morgan Thomas","2014-01-07 00:00:00","607",NULL
"2014-01","Mya Griffin","2014-01-19 00:00:00","542",NULL
"2014-01","Nancy Arun","2014-01-01 00:00:00","551",NULL
"2014-01","Nancy Fernandez","2014-01-23 00:00:00","25",NULL
"2014-01","Nancy Perez","2014-01-26 00:00:00",NULL,NULL
"2014-01","Nancy Prasad","2014-01-29 00:00:00",NULL,NULL
"2014-01","Naomi Ruiz","2014-01-26 00:00:00","377",NULL
"2014-01","Natalie Foster","2014-01-30 00:00:00",NULL,NULL
"2014-01","Natalie Garcia","2014-01-11 00:00:00",NULL,NULL
"2014-01","Natalie Howard","2014-01-29 00:00:00","211",NULL
"2014-01","Natalie Jackson","2014-01-17 00:00:00",NULL,NULL
"2014-01","Natalie Martin","2014-01-02 00:00:00",NULL,NULL
"2014-01","Natalie Perry","2014-01-14 00:00:00",NULL,NULL
"2014-01","Natalie Smith","2014-01-06 00:00:00",NULL,NULL
"2014-01","Natalie Torres","2014-01-02 00:00:00",NULL,NULL
"2014-01","Natalie Wilson","2014-01-27 00:00:00","459",NULL
"2014-01","Nate Sun","2014-01-29 00:00:00","91","91"
"2014-01","Nathan Green","2014-01-24 00:00:00",NULL,NULL
"2014-01","Nathan Long","2014-01-12 00:00:00",NULL,NULL
"2014-01","Nathan Robinson","2014-01-16 00:00:00","453",NULL
"2014-01","Nathan Simmons","2014-01-18 00:00:00","102",NULL
"2014-01","Nathan Thompson","2014-01-17 00:00:00",NULL,NULL
"2014-01","Nathan Wang","2014-01-19 00:00:00","370",NULL
"2014-01","Nathan West","2014-01-22 00:00:00",NULL,NULL
"2014-01","Nathaniel Rivera","2014-01-12 00:00:00","188","181"
"2014-01","Nathaniel Rogers","2014-01-06 00:00:00",NULL,NULL
"2014-01","Neal Hasty","2014-01-29 00:00:00","91","91"
"2014-01","Neil Charney","2014-01-29 00:00:00","91","91"
"2014-01","Neil Sanz","2014-01-27 00:00:00",NULL,NULL
"2014-01","Neil Serrano","2014-01-10 00:00:00",NULL,NULL
"2014-01","Nelson Carlson","2014-01-01 00:00:00",NULL,NULL
"2014-01","Nelson Dominguez","2014-01-31 00:00:00",NULL,NULL
"2014-01","Nelson Gill","2014-01-19 00:00:00","276",NULL
"2014-01","Nelson Ortega","2014-01-20 00:00:00","47","673"
"2014-01","Nicholas Brown","2014-01-21 00:00:00","22","0"
"2014-01","Nicholas Jones","2014-01-21 00:00:00",NULL,NULL
"2014-01","Nicholas Taylor","2014-01-27 00:00:00",NULL,NULL
"2014-01","Nicholas Walker","2014-01-02 00:00:00",NULL,NULL
"2014-01","Nicholas Williams","2014-01-27 00:00:00",NULL,NULL
"2014-01","Nichole Kumar","2014-01-28 00:00:00",NULL,NULL
"2014-01","Nichole Pal","2014-01-12 00:00:00",NULL,NULL
"2014-01","Nichole She","2014-01-01 00:00:00","129","552"
"2014-01","Nicolas Goldberg","2014-01-30 00:00:00",NULL,NULL
"2014-01","Nicolas Pal","2014-01-16 00:00:00",NULL,NULL
"2014-01","Nicolas Sharma","2014-01-21 00:00:00","242",NULL
"2014-01","Nicolas Yuan","2014-01-14 00:00:00",NULL,NULL
"2014-01","Nicole Davis","2014-01-11 00:00:00",NULL,NULL
"2014-01","Nicole Flores","2014-01-29 00:00:00",NULL,NULL
"2014-01","Nicole Kelly","2014-01-24 00:00:00","246",NULL
"2014-01","Nicole Morris","2014-01-04 00:00:00",NULL,NULL
"2014-01","Nina Black","2014-01-25 00:00:00","346",NULL
"2014-01","Noah Griffin","2014-01-05 00:00:00",NULL,NULL
"2014-01","Noah Hall","2014-01-18 00:00:00","104",NULL
"2014-01","Noah Jackson","2014-01-03 00:00:00",NULL,NULL
"2014-01","Noah King","2014-01-18 00:00:00","912",NULL
"2014-01","Noah Turner","2014-01-17 00:00:00",NULL,NULL
"2014-01","Noah Yang","2014-01-31 00:00:00","449",NULL
"2014-01","Olivia Brooks","2014-01-01 00:00:00",NULL,NULL
"2014-01","Olivia Sanchez","2014-01-24 00:00:00","36",NULL
"2014-01","Olivia Thompson","2014-01-31 00:00:00",NULL,NULL
"2014-01","Omar Chander","2014-01-21 00:00:00","884",NULL
"2014-01","Omar Ma","2014-01-19 00:00:00","58",NULL
"2014-01","Omar Zhu","2014-01-05 00:00:00","369",NULL
"2014-01","Orlando Gutierrez","2014-01-02 00:00:00","654",NULL
"2014-01","Orlando Suarez","2014-01-27 00:00:00","64",NULL
"2014-01","Oscar Bryant","2014-01-11 00:00:00",NULL,NULL
"2014-01","Oscar Gonzales","2014-01-08 00:00:00",NULL,NULL
"2014-01","Oscar Jenkins","2014-01-29 00:00:00",NULL,NULL
"2014-01","Oscar Lu","2014-01-27 00:00:00",NULL,NULL
"2014-01","Oscar Price","2014-01-26 00:00:00","75",NULL
"2014-01","Oscar Russell","2014-01-12 00:00:00","71",NULL
"2014-01","Paige Cook","2014-01-07 00:00:00",NULL,NULL
"2014-01","Pamala Kotc","2014-01-29 00:00:00","91","91"
"2014-01","Pamela Chapman","2014-01-10 00:00:00",NULL,NULL
"2014-01","Pamela Cox","2014-01-29 00:00:00","91","91"
"2014-01","Pamela Martinez","2014-01-11 00:00:00","391",NULL
"2014-01","Pamela Subram","2014-01-07 00:00:00","724",NULL
"2014-01","Patrick Morgan","2014-01-03 00:00:00",NULL,NULL
"2014-01","Patrick Morris","2014-01-29 00:00:00",NULL,NULL
"2014-01","Patrick Sands","2014-01-02 00:00:00","142","209"
"2014-01","Paula Dominguez","2014-01-16 00:00:00","356",NULL
"2014-01","Paula Jimenez","2014-01-14 00:00:00",NULL,NULL
"2014-01","Paula Martin","2014-01-19 00:00:00",NULL,NULL
"2014-01","Paula Moreno","2014-01-23 00:00:00","255",NULL
"2014-01","Paula Ramos","2014-01-25 00:00:00",NULL,NULL
"2014-01","Pedro Fernandez","2014-01-12 00:00:00",NULL,NULL
"2014-01","Pedro Jimenez","2014-01-11 00:00:00",NULL,NULL
"2014-01","Pedro Mehta","2014-01-18 00:00:00",NULL,NULL
"2014-01","Pedro Rana","2014-01-01 00:00:00","388",NULL
"2014-01","Pedro Rodriguez","2014-01-30 00:00:00","877",NULL
"2014-01","Pedro Subram","2014-01-24 00:00:00",NULL,NULL
"2014-01","Pei Chow","2014-01-29 00:00:00","91","91"
"2014-01","Peter Chander","2014-01-18 00:00:00","173",NULL
"2014-01","Peter Connelly","2014-01-29 00:00:00","91","0"
"2014-01","Peter Deng","2014-01-21 00:00:00","348",NULL
"2014-01","Peter Houston","2014-01-29 00:00:00","91","91"
"2014-01","Peter Luo","2014-01-19 00:00:00",NULL,NULL
"2014-01","Peter Nara","2014-01-08 00:00:00",NULL,NULL
"2014-01","Philip Blanco","2014-01-16 00:00:00","138",NULL
"2014-01","Philip Carlson","2014-01-24 00:00:00","173","519"
"2014-01","Philip Dominguez","2014-01-19 00:00:00",NULL,NULL
"2014-01","Philip Moreno","2014-01-06 00:00:00",NULL,NULL
"2014-01","Phillip Bacalzo","2014-01-29 00:00:00","91","91"
"2014-01","Phillip Kapoor","2014-01-10 00:00:00",NULL,NULL
"2014-01","Phillip Sai","2014-01-08 00:00:00","943",NULL
"2014-01","Pilar Ackerman","2014-01-29 00:00:00","91","91"
"2014-01","Preston Chapman","2014-01-27 00:00:00","834",NULL
"2014-01","Priscilla Nath","2014-01-09 00:00:00",NULL,NULL
"2014-01","Priscilla Tang","2014-01-19 00:00:00","349",NULL
"2014-01","Punya Palit","2014-01-07 00:00:00",NULL,NULL
"2014-01","R. Morgan Mendoza","2014-01-29 00:00:00","91","91"
"2014-01","Rachael Fernandez","2014-01-06 00:00:00","323",NULL
"2014-01","Rachel Gray","2014-01-26 00:00:00",NULL,NULL
"2014-01","Rachel Richardson","2014-01-21 00:00:00",NULL,NULL
"2014-01","Rachel Rivera","2014-01-16 00:00:00",NULL,NULL
"2014-01","Rachel Rogers","2014-01-16 00:00:00","879",NULL
"2014-01","Rachel Smith","2014-01-24 00:00:00",NULL,NULL
"2014-01","Rachel Valdez","2014-01-29 00:00:00","91","91"
"2014-01","Rachel Ward","2014-01-20 00:00:00",NULL,NULL
"2014-01","Rachel White","2014-01-22 00:00:00",NULL,NULL
"2014-01","Rafael Raji","2014-01-30 00:00:00",NULL,NULL
"2014-01","Rafael Tang","2014-01-23 00:00:00","176","528"
"2014-01","Rafael Xu","2014-01-29 00:00:00","594",NULL
"2014-01","Rafael Yang","2014-01-22 00:00:00",NULL,NULL
"2014-01","Rafael Yuan","2014-01-08 00:00:00","595",NULL
"2014-01","Raja Venugopal","2014-01-29 00:00:00","91","91"
"2014-01","Ram Thirunavukkarasu","2014-01-29 00:00:00","91","91"
"2014-01","Ramon Gao","2014-01-02 00:00:00",NULL,NULL
"2014-01","Ramon Li","2014-01-10 00:00:00",NULL,NULL
"2014-01","Ramon Liu","2014-01-17 00:00:00",NULL,NULL
"2014-01","Ramon Yang","2014-01-07 00:00:00",NULL,NULL
"2014-01","Ramon Zeng","2014-01-02 00:00:00",NULL,NULL
"2014-01","Ramon Zheng","2014-01-01 00:00:00","917",NULL
"2014-01","Randall Boseman","2014-01-29 00:00:00","91","91"
"2014-01","Randy Chen","2014-01-06 00:00:00","45",NULL
"2014-01","Randy Gao","2014-01-19 00:00:00","304",NULL
"2014-01","Randy Huang","2014-01-20 00:00:00","339",NULL
"2014-01","Randy She","2014-01-16 00:00:00",NULL,NULL
"2014-01","Randy Xu","2014-01-16 00:00:00","146","521"
"2014-01","Randy Yang","2014-01-17 00:00:00","340",NULL
"2014-01","Randy Zhang","2014-01-29 00:00:00",NULL,NULL
"2014-01","Raquel Gutierrez","2014-01-28 00:00:00",NULL,NULL
"2014-01","Raquel Mello","2014-01-29 00:00:00","91","91"
"2014-01","Raquel Moreno","2014-01-02 00:00:00",NULL,NULL
"2014-01","Raul Deng","2014-01-14 00:00:00","537",NULL
"2014-01","Raul She","2014-01-17 00:00:00",NULL,NULL
"2014-01","Raymond Subram","2014-01-20 00:00:00","329",NULL
"2014-01","Rebecca Laszlo","2014-01-29 00:00:00","91","91"
"2014-01","Rebecca Mitchell","2014-01-25 00:00:00",NULL,NULL
"2014-01","Rebecca Perez","2014-01-24 00:00:00",NULL,NULL
"2014-01","Rebekah Moreno","2014-01-01 00:00:00","512",NULL
"2014-01","Rebekah Munoz","2014-01-19 00:00:00",NULL,NULL
"2014-01","Rebekah Patel","2014-01-10 00:00:00",NULL,NULL
"2014-01","Rebekah Prasad","2014-01-03 00:00:00",NULL,NULL
"2014-01","Reed Koch","2014-01-29 00:00:00","91","91"
"2014-01","Regina Sai","2014-01-20 00:00:00","580",NULL
"2014-01","Regina Sara","2014-01-11 00:00:00",NULL,NULL
"2014-01","Reginald Munoz","2014-01-18 00:00:00","890",NULL
"2014-01","Reinout Hillmann","2014-01-29 00:00:00","91","91"
"2014-01","Renee Gill","2014-01-16 00:00:00",NULL,NULL
"2014-01","Reuben D'sa","2014-01-29 00:00:00","91","91"
"2014-01","Rhoda Finley","2014-01-29 00:00:00","91","91"
"2014-01","Ricardo Lal","2014-01-22 00:00:00","332",NULL
"2014-01","Ricardo Nara","2014-01-17 00:00:00",NULL,NULL
"2014-01","Ricardo Nath","2014-01-06 00:00:00","126","462"
"2014-01","Ricardo Yuan","2014-01-29 00:00:00","125",NULL
"2014-01","Richard Carey","2014-01-29 00:00:00","91","91"
"2014-01","Richard Cox","2014-01-09 00:00:00",NULL,NULL
"2014-01","Richard Diaz","2014-01-16 00:00:00",NULL,NULL
"2014-01","Richard Gonzales","2014-01-03 00:00:00",NULL,NULL
"2014-01","Richard Lee","2014-01-11 00:00:00","336",NULL
"2014-01","Richard Lum","2014-01-29 00:00:00","91","91"
"2014-01","Richard Nelson","2014-01-01 00:00:00",NULL,NULL
"2014-01","Richard Richardson","2014-01-28 00:00:00",NULL,NULL
"2014-01","Richard Smith","2014-01-03 00:00:00",NULL,NULL
"2014-01","Richard Watson","2014-01-26 00:00:00","91","68"
"2014-01","Richard White","2014-01-22 00:00:00",NULL,NULL
"2014-01","Ricky Alonso","2014-01-12 00:00:00","121","239"
"2014-01","Ricky Dominguez","2014-01-29 00:00:00",NULL,NULL
"2014-01","Riley Blue","2014-01-12 00:00:00",NULL,NULL
"2014-01","Riley Diaz","2014-01-04 00:00:00",NULL,NULL
"2014-01","Riley Morgan","2014-01-20 00:00:00","454",NULL
"2014-01","Riley Murphy","2014-01-14 00:00:00",NULL,NULL
"2014-01","Riley Rivera","2014-01-19 00:00:00","259",NULL
"2014-01","Riley Sanchez","2014-01-22 00:00:00","470",NULL
"2014-01","Rob Caron","2014-01-29 00:00:00","91","91"
"2014-01","Robert Adams","2014-01-31 00:00:00","635",NULL
"2014-01","Robert Ahlering","2014-01-29 00:00:00","91","91"
"2014-01","Robert Avalos","2014-01-29 00:00:00","91","91"
"2014-01","Robert Bernacchi","2014-01-29 00:00:00","91","91"
"2014-01","Robert Collins","2014-01-08 00:00:00","38",NULL
"2014-01","Robert Flores","2014-01-22 00:00:00","610",NULL
"2014-01","Robert Kelly","2014-01-29 00:00:00","91","91"
"2014-01","Robert Lyon","2014-01-29 00:00:00","91","183"
"2014-01","Robert Rodriguez","2014-01-07 00:00:00","429",NULL
"2014-01","Robert Thomas","2014-01-27 00:00:00","414",NULL
"2014-01","Robert Thompson","2014-01-19 00:00:00",NULL,NULL
"2014-01","Robert Washington","2014-01-25 00:00:00",NULL,NULL
"2014-01","Roberto Moreno","2014-01-31 00:00:00","609",NULL
"2014-01","Roberto Romero","2014-01-18 00:00:00","139",NULL
"2014-01","Roberto Vazquez","2014-01-23 00:00:00","60","304"
"2014-01","Robin Navarro","2014-01-07 00:00:00",NULL,NULL
"2014-01","Robyn Munoz","2014-01-04 00:00:00","48","307"
"2014-01","Robyn Ortega","2014-01-27 00:00:00",NULL,NULL
"2014-01","Rodney Gutierrez","2014-01-05 00:00:00","601",NULL
"2014-01","Rodney Vazquez","2014-01-25 00:00:00",NULL,NULL
"2014-01","Roger Goel","2014-01-08 00:00:00","315",NULL
"2014-01","Roger Guo","2014-01-05 00:00:00",NULL,NULL
"2014-01","Roger Holt","2014-01-17 00:00:00",NULL,NULL
"2014-01","Roger Luo","2014-01-21 00:00:00",NULL,NULL
"2014-01","Rohinton Wadia","2014-01-26 00:00:00","98",NULL
"2014-01","Ronald Kapoor","2014-01-03 00:00:00","29","14"
"2014-01","Ronald Prasad","2014-01-14 00:00:00",NULL,NULL
"2014-01","Ronnie Cai","2014-01-22 00:00:00",NULL,NULL
"2014-01","Ronnie Hu","2014-01-04 00:00:00",NULL,NULL
"2014-01","Ronnie Wagner","2014-01-07 00:00:00","252",NULL
"2014-01","Ronnie Zhu","2014-01-06 00:00:00",NULL,NULL
"2014-01","Rosa Gao","2014-01-28 00:00:00",NULL,NULL
"2014-01","Rosa Wang","2014-01-13 00:00:00","639",NULL
"2014-01","Rosmarie Carroll","2014-01-29 00:00:00","91","91"
"2014-01","Ross Raman","2014-01-09 00:00:00",NULL,NULL
"2014-01","Ross Ramos","2014-01-25 00:00:00",NULL,NULL
"2014-01","Ross Rana","2014-01-14 00:00:00","234",NULL
"2014-01","Roy Arun","2014-01-19 00:00:00",NULL,NULL
"2014-01","Roy Dominguez","2014-01-17 00:00:00",NULL,NULL
"2014-01","Roy Ruiz","2014-01-29 00:00:00",NULL,NULL
"2014-01","Roy Sai","2014-01-22 00:00:00",NULL,NULL
"2014-01","Roy Sanz","2014-01-19 00:00:00","170","492"
"2014-01","Roy Vance","2014-01-18 00:00:00",NULL,NULL
"2014-01","Ruben Gutierrez","2014-01-18 00:00:00","397",NULL
"2014-01","Ruben Serrano","2014-01-30 00:00:00",NULL,NULL
"2014-01","Ruben Suarez","2014-01-17 00:00:00","364",NULL
"2014-01","Rudolph Dillon","2014-01-29 00:00:00","91","91"
"2014-01","Russell Chander","2014-01-07 00:00:00",NULL,NULL
"2014-01","Russell Luo","2014-01-27 00:00:00","797",NULL
"2014-01","Ruth Garcia","2014-01-24 00:00:00","621",NULL
"2014-01","Ruth Mehta","2014-01-16 00:00:00","585",NULL
"2014-01","Ryan Chen","2014-01-24 00:00:00",NULL,NULL
"2014-01","Ryan Foster","2014-01-22 00:00:00",NULL,NULL
"2014-01","Ryan Thompson","2014-01-26 00:00:00","36","0"
"2014-01","Sabrina Carlson","2014-01-09 00:00:00",NULL,NULL
"2014-01","Sabrina Diaz","2014-01-28 00:00:00",NULL,NULL
"2014-01","Sam Wilson","2014-01-16 00:00:00","617",NULL
"2014-01","Samantha Harris","2014-01-23 00:00:00",NULL,NULL
"2014-01","Samantha Jenkins","2014-01-05 00:00:00","11","9"
"2014-01","Samantha Long","2014-01-12 00:00:00","54",NULL
"2014-01","Samantha Taylor","2014-01-09 00:00:00","591",NULL
"2014-01","Samantha Wilson","2014-01-21 00:00:00",NULL,NULL
"2014-01","Samuel Agcaoili","2014-01-29 00:00:00","91","91"
"2014-01","Samuel Anderson","2014-01-24 00:00:00","82",NULL
"2014-01","Samuel Butler","2014-01-02 00:00:00",NULL,NULL
"2014-01","Samuel Diaz","2014-01-10 00:00:00","126","243"
"2014-01","Samuel Edwards","2014-01-17 00:00:00","175",NULL
"2014-01","Samuel Evans","2014-01-05 00:00:00",NULL,NULL
"2014-01","Samuel Foster","2014-01-04 00:00:00","140",NULL
"2014-01","Samuel Henderson","2014-01-26 00:00:00","400",NULL
"2014-01","Samuel King","2014-01-27 00:00:00","590",NULL
"2014-01","Samuel Lewis","2014-01-02 00:00:00",NULL,NULL
"2014-01","Samuel Martin","2014-01-26 00:00:00","180",NULL
"2014-01","Samuel Russell","2014-01-21 00:00:00","56",NULL
"2014-01","Samuel Scott","2014-01-31 00:00:00",NULL,NULL
"2014-01","Samuel Smith","2014-01-04 00:00:00",NULL,NULL
"2014-01","Sandra Altamirano","2014-01-29 00:00:00","91","91"
"2014-01","Sandra Li","2014-01-01 00:00:00","890",NULL
"2014-01","Sara Baker","2014-01-19 00:00:00","77","103"
"2014-01","Sara Breer","2014-01-29 00:00:00","274","92"
"2014-01","Sara Hernandez","2014-01-14 00:00:00","570",NULL
"2014-01","Sarah Coleman","2014-01-22 00:00:00","613",NULL
"2014-01","Sarah Diaz","2014-01-20 00:00:00",NULL,NULL
"2014-01","Sarah Wilson","2014-01-18 00:00:00",NULL,NULL
"2014-01","Savannah Bailey","2014-01-02 00:00:00",NULL,NULL
"2014-01","Savannah Hall","2014-01-13 00:00:00",NULL,NULL
"2014-01","Savannah Watson","2014-01-06 00:00:00",NULL,NULL
"2014-01","Savannah Wright","2014-01-14 00:00:00",NULL,NULL
"2014-01","Scott Seely","2014-01-12 00:00:00","72","328"
"2014-01","Sean Evans","2014-01-04 00:00:00","132",NULL
"2014-01","Sean Howard","2014-01-23 00:00:00","795",NULL
"2014-01","Sean Lopez","2014-01-11 00:00:00",NULL,NULL
"2014-01","Sean Scott","2014-01-10 00:00:00",NULL,NULL
"2014-01","Sebastian Cooper","2014-01-05 00:00:00",NULL,NULL
"2014-01","Sergio Rodriguez","2014-01-05 00:00:00","17",NULL
"2014-01","Seth Bryant","2014-01-16 00:00:00",NULL,NULL
"2014-01","Seth Collins","2014-01-17 00:00:00",NULL,NULL
"2014-01","Seth Diaz","2014-01-20 00:00:00",NULL,NULL
"2014-01","Seth Hughes","2014-01-27 00:00:00",NULL,NULL
"2014-01","Seth Price","2014-01-24 00:00:00",NULL,NULL
"2014-01","Seth Rodriguez","2014-01-31 00:00:00","84","464"
"2014-01","Seth Rogers","2014-01-25 00:00:00","167",NULL
"2014-01","Seth Watson","2014-01-08 00:00:00",NULL,NULL
"2014-01","Seth White","2014-01-08 00:00:00",NULL,NULL
"2014-01","Seth Young","2014-01-07 00:00:00",NULL,NULL
"2014-01","Shanay Steelman","2014-01-29 00:00:00","91","91"
"2014-01","Shane Kapoor","2014-01-15 00:00:00",NULL,NULL
"2014-01","Shane Kovar","2014-01-16 00:00:00","86",NULL
"2014-01","Shane Lopez","2014-01-05 00:00:00",NULL,NULL
"2014-01","Shane Sanchez","2014-01-16 00:00:00","26","338"
"2014-01","Shannon Cai","2014-01-17 00:00:00",NULL,NULL
"2014-01","Shannon Liu","2014-01-06 00:00:00","39","140"
"2014-01","Shannon Navarro","2014-01-14 00:00:00","26","663"
"2014-01","Shannon Yang","2014-01-14 00:00:00","120","519"
"2014-01","Shannon Zhao","2014-01-05 00:00:00",NULL,NULL
"2014-01","Sharon Carson","2014-01-04 00:00:00","735",NULL
"2014-01","Sharon Chander","2014-01-16 00:00:00",NULL,NULL
"2014-01","Sharon Lal","2014-01-06 00:00:00","228",NULL
"2014-01","Sharon Looney","2014-01-29 00:00:00","91","91"
"2014-01","Sharon Luo","2014-01-22 00:00:00",NULL,NULL
"2014-01","Sharon Raji","2014-01-23 00:00:00",NULL,NULL
"2014-01","Sharon Salavaria","2014-01-09 00:00:00","136","529"
"2014-01","Sharon Sharma","2014-01-26 00:00:00","936",NULL
"2014-01","Shaun Sharma","2014-01-08 00:00:00","712",NULL
"2014-01","Shawn Deng","2014-01-17 00:00:00","78",NULL
"2014-01","Shawn Xie","2014-01-15 00:00:00","254",NULL
"2014-01","Shawna Kumar","2014-01-10 00:00:00","44",NULL
"2014-01","Sheena Anand","2014-01-30 00:00:00",NULL,NULL
"2014-01","Sheila Blanco","2014-01-11 00:00:00",NULL,NULL
"2014-01","Sheila Gomez","2014-01-08 00:00:00","558",NULL
"2014-01","Shelby Brooks","2014-01-04 00:00:00",NULL,NULL
"2014-01","Shelby Richardson","2014-01-13 00:00:00",NULL,NULL
"2014-01","Shelley Crow","2014-01-29 00:00:00","91","91"
"2014-01","Shelley Dyck","2014-01-29 00:00:00",NULL,NULL
"2014-01","Sierra Allen","2014-01-24 00:00:00",NULL,NULL
"2014-01","Sierra Carter","2014-01-18 00:00:00",NULL,NULL
"2014-01","Sophia Turner","2014-01-19 00:00:00","586",NULL
"2014-01","Sophia Young","2014-01-15 00:00:00",NULL,NULL
"2014-01","Spencer Gonzales","2014-01-09 00:00:00","475",NULL
"2014-01","Spencer Jenkins","2014-01-27 00:00:00",NULL,NULL
"2014-01","Spencer Powell","2014-01-18 00:00:00","34",NULL
"2014-01","Spencer Price","2014-01-10 00:00:00",NULL,NULL
"2014-01","Stacey Li","2014-01-19 00:00:00","134","223"
"2014-01","Stacey Xu","2014-01-20 00:00:00",NULL,NULL
"2014-01","Stacey Zeng","2014-01-12 00:00:00",NULL,NULL
"2014-01","Stacy Gutierrez","2014-01-31 00:00:00",NULL,NULL
"2014-01","Stacy Ramos","2014-01-30 00:00:00",NULL,NULL
"2014-01","Stacy Ruiz","2014-01-18 00:00:00","466",NULL
"2014-01","Stanley Alan","2014-01-29 00:00:00","91","91"
"2014-01","Stanley Chandra","2014-01-19 00:00:00","395",NULL
"2014-01","Stanley Rana","2014-01-12 00:00:00",NULL,NULL
"2014-01","Stanley Subram","2014-01-19 00:00:00","80","259"
"2014-01","Stefanie Lopez","2014-01-15 00:00:00",NULL,NULL
"2014-01","Stefanie Mehta","2014-01-14 00:00:00",NULL,NULL
"2014-01","Stephanie Campbell","2014-01-27 00:00:00","136",NULL
"2014-01","Stephanie Conroy","2014-01-29 00:00:00","91","91"
"2014-01","Stephanie Gonzalez","2014-01-04 00:00:00","462",NULL
"2014-01","Stephanie Torres","2014-01-28 00:00:00",NULL,NULL
"2014-01","Stephen Ayers","2014-01-29 00:00:00","91","91"
"2014-01","Steve Lu","2014-01-14 00:00:00","484",NULL
"2014-01","Steve Ma","2014-01-02 00:00:00",NULL,NULL
"2014-01","Steve Ye","2014-01-14 00:00:00",NULL,NULL
"2014-01","Steven Stewart","2014-01-04 00:00:00",NULL,NULL
"2014-01","Steven Torres","2014-01-27 00:00:00",NULL,NULL
"2014-01","Susan Hu","2014-01-07 00:00:00","238",NULL
"2014-01","Susan Wu","2014-01-25 00:00:00","96",NULL
"2014-01","Susan Zhou","2014-01-22 00:00:00","348",NULL
"2014-01","Suzana De Abreu Canuto","2014-01-29 00:00:00","91","91"
"2014-01","Suzanne Hu","2014-01-04 00:00:00","403",NULL
"2014-01","Suzanne Zhu","2014-01-22 00:00:00","322",NULL
"2014-01","Sydney Adams","2014-01-08 00:00:00",NULL,NULL
"2014-01","Sydney Bailey","2014-01-20 00:00:00",NULL,NULL
"2014-01","Sydney Carter","2014-01-02 00:00:00","24",NULL
"2014-01","Sydney Cooper","2014-01-13 00:00:00",NULL,NULL
"2014-01","Sydney Gonzales","2014-01-06 00:00:00",NULL,NULL
"2014-01","Sydney Gonzalez","2014-01-02 00:00:00",NULL,NULL
"2014-01","Sydney Long","2014-01-19 00:00:00",NULL,NULL
"2014-01","Sydney Miller","2014-01-06 00:00:00","86",NULL
"2014-01","Sydney Mitchell","2014-01-18 00:00:00",NULL,NULL
"2014-01","Sydney Morgan","2014-01-27 00:00:00",NULL,NULL
"2014-01","Sydney Robinson","2014-01-11 00:00:00","432",NULL
"2014-01","Sydney Thomas","2014-01-30 00:00:00","364",NULL
"2014-01","Sydney Travers","2014-01-29 00:00:00",NULL,NULL
"2014-01","Tabitha Garcia","2014-01-01 00:00:00",NULL,NULL
"2014-01","Tabitha Gonzalez","2014-01-10 00:00:00",NULL,NULL
"2014-01","Tabitha Jimenez","2014-01-21 00:00:00","96","437"
"2014-01","Tabitha Perez","2014-01-08 00:00:00",NULL,NULL
"2014-01","Tabitha Romero","2014-01-06 00:00:00",NULL,NULL
"2014-01","Tamara Anand","2014-01-06 00:00:00",NULL,NULL
"2014-01","Tamara Black","2014-01-29 00:00:00",NULL,NULL
"2014-01","Tamara Kumar","2014-01-25 00:00:00","301",NULL
"2014-01","Tamara Liang","2014-01-09 00:00:00","165",NULL
"2014-01","Tamara She","2014-01-02 00:00:00","21","307"
"2014-01","Tamara Xie","2014-01-07 00:00:00",NULL,NULL
"2014-01","Tamara Yuan","2014-01-09 00:00:00","587",NULL
"2014-01","Tammy Raman","2014-01-15 00:00:00","129",NULL
"2014-01","Tanya Gill","2014-01-04 00:00:00","141",NULL
"2014-01","Tanya Ramos","2014-01-14 00:00:00","369",NULL
"2014-01","Tasha Chander","2014-01-21 00:00:00","628",NULL
